benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_e2e_ms,sdpa_ttft_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_e2e_ms,fa2_ttft_ms,fa2_tpot_ms,guide_ve_ms,guide_e2e_ms,guide_ttft_ms,guide_tpot_ms
chartqa,1792,1024,chartqa_val_164,approximated,353.762,1485.627,416.441,22.749,0.238123,154.288,1286.153,216.967,22.749,156.524,1288.389,219.203,22.749
chartqa,1792,1024,chartqa_val_165,approximated,350.075,1369.953,412.245,21.282,0.255538,157.173,1177.051,219.343,21.282,156.08,1175.958,218.25,21.282
chartqa,1792,1024,chartqa_val_166,approximated,351.083,1020.191,413.291,20.928,0.344135,156.142,825.25,218.35,20.928,155.979,825.087,218.187,20.928
chartqa,1792,1024,chartqa_val_167,approximated,354.731,1811.463,787.679,21.329,0.195826,154.666,1611.398,587.614,21.329,156.035,1612.767,588.983,21.329
chartqa,1792,1024,chartqa_val_168,approximated,360.802,639.428,422.956,21.647,0.564258,163.003,441.629,225.157,21.647,156.557,435.183,218.711,21.647
chartqa,1792,1024,chartqa_val_169,approximated,361.212,1245.444,423.109,21.64,0.290027,155.783,1040.015,217.68,21.64,156.095,1040.327,217.992,21.64
chartqa,1792,1024,chartqa_val_170,approximated,347.795,1830.341,409.536,20.894,0.190017,157.626,1640.172,219.367,20.894,155.907,1638.453,217.648,20.894
chartqa,1792,1024,chartqa_val_171,approximated,351.461,9090.339,413.668,21.692,0.038663,155.059,8893.937,217.266,21.692,155.92,8894.798,218.127,21.692
chartqa,1792,1024,chartqa_val_172,approximated,363.055,1687.849,425.616,21.763,0.215099,160.327,1485.121,222.888,21.763,156.196,1480.99,218.757,21.763
chartqa,1792,1024,chartqa_val_173,approximated,354.454,2957.89,791.506,22.804,0.119833,158.988,2762.424,596.04,22.804,155.988,2759.424,593.04,22.804
chartqa,1792,1024,chartqa_val_174,approximated,358.466,1108.995,421.053,21.498,0.323235,156.715,907.244,219.302,21.498,156.063,906.592,218.65,21.498
chartqa,1792,1024,chartqa_val_175,approximated,366.908,2632.231,429.989,22.704,0.13939,157.158,2422.481,220.239,22.704,156.061,2421.384,219.142,22.704
chartqa,1792,1024,chartqa_val_176,approximated,363.883,4942.272,426.062,22.247,0.073627,155.889,4734.278,218.068,22.247,156.022,4734.411,218.201,22.247
chartqa,1792,1024,chartqa_val_177,approximated,364.153,4220.986,426.706,22.189,0.086272,159.096,4015.929,221.649,22.189,156.093,4012.926,218.646,22.189
chartqa,1792,1024,chartqa_val_178,approximated,363.816,1155.047,425.835,22.097,0.31498,158.102,949.333,220.121,22.097,156.07,947.301,218.089,22.097
chartqa,1792,1024,chartqa_val_179,approximated,355.549,1107.627,418.024,21.55,0.321,154.915,906.993,217.39,21.55,156.051,908.129,218.526,21.55
chartqa,1792,1024,chartqa_val_180,approximated,384.794,873.357,447.653,25.041,0.440591,154.877,643.44,217.736,25.041,156.063,644.626,218.922,25.041
chartqa,1792,1024,chartqa_val_181,approximated,365.576,1882.681,428.54,22.371,0.194178,155.261,1672.366,218.225,22.371,155.96,1673.065,218.924,22.371
chartqa,1792,1024,chartqa_val_182,approximated,367.628,7378.875,814.692,22.48,0.049822,157.739,7168.986,604.803,22.48,155.945,7167.192,603.009,22.48
chartqa,1792,1024,chartqa_val_183,approximated,371.239,2531.311,434.546,24.381,0.146659,154.467,2314.539,217.774,24.381,156.031,2316.103,219.338,24.381
chartqa,1792,1024,chartqa_val_184,approximated,372.584,876.449,435.057,23.231,0.425107,154.762,658.627,217.235,23.231,155.965,659.83,218.438,23.231
chartqa,1792,1024,chartqa_val_185,approximated,382.197,480.706,444.581,36.125,0.795075,156.239,254.748,218.623,36.125,155.879,254.388,218.263,36.125
chartqa,1792,1024,chartqa_val_186,approximated,377.781,1165.511,439.939,23.406,0.324134,156.565,944.295,218.723,23.406,155.875,943.605,218.033,23.406
chartqa,1792,1024,chartqa_val_187,approximated,376.805,1579.757,438.813,23.285,0.238521,154.614,1357.566,216.622,23.285,156.105,1359.057,218.113,23.285
chartqa,1792,1024,chartqa_val_188,approximated,373.865,1175.197,435.927,23.102,0.31813,155.09,956.422,217.152,23.102,156.028,957.36,218.09,23.102
chartqa,1792,1024,chartqa_val_189,approximated,369.686,1698.153,432.072,22.609,0.217699,156.074,1484.541,218.46,22.609,156.127,1484.594,218.513,22.609
chartqa,1792,1024,chartqa_val_190,approximated,365.871,1621.433,428.42,22.51,0.225647,155.876,1411.438,218.425,22.51,156.121,1411.683,218.67,22.51
chartqa,1792,1024,chartqa_val_191,approximated,350.259,782.278,413.047,21.719,0.447742,157.037,589.056,219.825,21.719,155.927,587.946,218.715,21.719
chartqa,1792,1024,chartqa_val_192,approximated,498.698,3435.137,560.721,23.756,0.145175,155.048,3091.487,217.071,23.756,155.938,3092.377,217.961,23.756
chartqa,1792,1024,chartqa_val_193,approximated,359.187,834.136,789.96,22.088,0.43061,160.348,635.297,591.121,22.088,156.053,631.002,586.826,22.088
chartqa,1792,1024,chartqa_val_194,approximated,353.277,1029.403,415.757,21.16,0.343186,154.885,831.011,217.365,21.16,156.584,832.71,219.064,21.16
chartqa,1792,1024,chartqa_val_195,approximated,355.198,461.547,417.853,21.847,0.769581,155.501,261.85,218.156,21.847,156.035,262.384,218.69,21.847
chartqa,1792,1024,chartqa_val_196,approximated,359.14,809.968,421.639,21.574,0.4434,180.98,631.808,243.479,21.574,156.447,607.275,218.946,21.574
chartqa,1792,1024,chartqa_val_197,approximated,359.598,6322.944,421.894,22.101,0.056872,154.926,6118.272,217.222,22.101,156.119,6119.465,218.415,22.101
chartqa,1792,1024,chartqa_val_198,approximated,357.539,770.14,420.05,21.881,0.464251,156.026,568.627,218.537,21.881,156.116,568.717,218.627,21.881
chartqa,1792,1024,chartqa_val_199,approximated,357.024,1600.071,419.145,21.471,0.22313,157.469,1400.516,219.59,21.471,155.825,1398.872,217.946,21.471
chartqa,1792,1024,chartqa_val_200,approximated,356.023,2290.001,417.933,21.768,0.155469,160.319,2094.297,222.229,21.768,155.973,2089.951,217.883,21.768
chartqa,1792,1024,chartqa_val_201,approximated,369.228,1179.989,431.55,22.013,0.312908,155.903,966.664,218.225,22.013,156.05,966.811,218.372,22.013
chartqa,1792,1024,chartqa_val_202,approximated,364.676,606.403,427.338,22.383,0.601376,155.143,396.87,217.805,22.383,157.608,399.335,220.27,22.383
chartqa,1792,1024,chartqa_val_203,approximated,363.729,4388.404,426.046,22.136,0.082884,155.842,4180.517,218.159,22.136,156.096,4180.771,218.413,22.136
chartqa,1792,1024,chartqa_val_204,approximated,357.888,1367.215,420.354,21.041,0.261764,157.703,1167.03,220.169,21.041,156.014,1165.341,218.48,21.041
chartqa,1792,1024,chartqa_val_205,approximated,364.082,9589.178,426.897,22.512,0.037968,161.694,9386.79,224.509,22.512,156.521,9381.617,219.336,22.512
chartqa,1792,1024,chartqa_val_206,approximated,362.949,4584.04,426.247,21.769,0.079177,154.67,4375.761,217.968,21.769,156.596,4377.687,219.894,21.769
chartqa,1792,1024,chartqa_val_207,approximated,363.439,1619.222,425.774,22.101,0.224453,155.782,1411.565,218.117,22.101,156.002,1411.785,218.337,22.101
chartqa,1792,1024,chartqa_val_208,approximated,364.676,584.593,426.885,22.53,0.623812,158.778,378.695,220.987,22.53,156.148,376.065,218.357,22.53
chartqa,1792,1024,chartqa_val_209,approximated,360.862,576.914,423.326,21.941,0.625504,154.883,370.935,217.347,21.941,155.969,372.021,218.433,21.941
chartqa,1792,1024,chartqa_val_210,approximated,363.756,1333.826,425.947,22.143,0.272716,154.892,1124.962,217.083,22.143,156.004,1126.074,218.195,22.143
chartqa,1792,1024,chartqa_val_211,approximated,365.847,1470.711,428.061,23.17,0.248755,155.1,1259.964,217.314,23.17,155.945,1260.809,218.159,23.17
chartqa,1792,1024,chartqa_val_212,approximated,361.416,665.652,424.021,21.966,0.54295,155.419,459.655,218.024,21.966,156.087,460.323,218.692,21.966
chartqa,1792,1024,chartqa_val_213,approximated,362.674,1255.387,424.751,21.859,0.288894,154.448,1047.161,216.525,21.859,156.112,1048.825,218.189,21.859
chartqa,1792,1024,chartqa_val_214,approximated,356.911,680.017,419.181,21.736,0.524855,155.063,478.169,217.333,21.736,155.865,478.971,218.135,21.736
chartqa,1792,1024,chartqa_val_215,approximated,369.21,5086.499,431.107,22.169,0.072586,155.393,4872.682,217.29,22.169,155.789,4873.078,217.686,22.169
chartqa,1792,1024,chartqa_val_216,approximated,359.546,554.229,421.769,22.077,0.648733,156.623,351.306,218.846,22.077,156.158,350.841,218.381,22.077
chartqa,1792,1024,chartqa_val_217,approximated,361.256,1537.561,423.431,21.846,0.234954,157.979,1334.284,220.154,21.846,155.748,1332.053,217.923,21.846
chartqa,1792,1024,chartqa_val_218,approximated,368.561,567.438,431.356,22.68,0.649518,155.423,354.3,218.218,22.68,155.793,354.67,218.588,22.68
chartqa,1792,1024,chartqa_val_219,approximated,359.022,1958.28,420.848,22.609,0.183335,155.392,1754.65,217.218,22.609,156.157,1755.415,217.983,22.609
chartqa,1792,1024,chartqa_val_220,approximated,364.731,2400.751,426.754,22.432,0.151924,155.779,2191.799,217.802,22.432,156.187,2192.207,218.21,22.432
chartqa,1792,1024,chartqa_val_221,approximated,359.35,1699.338,421.837,21.653,0.211465,155.031,1495.019,217.518,21.653,156.004,1495.992,218.491,21.653
chartqa,1792,1024,chartqa_val_222,approximated,365.427,2247.163,427.633,22.463,0.162617,158.036,2039.772,220.242,22.463,156.615,2038.351,218.821,22.463
chartqa,1792,1024,chartqa_val_223,approximated,375.501,790.485,438.592,21.993,0.475027,186.441,601.425,249.532,21.993,156.707,571.691,219.798,21.993
chartqa,1792,1024,chartqa_val_224,approximated,364.476,628.825,426.556,22.474,0.579615,159.349,423.698,221.429,22.474,156.021,420.37,218.101,22.474
chartqa,1792,1024,chartqa_val_225,approximated,356.897,815.089,418.701,22.022,0.437863,155.103,613.295,216.907,22.022,156.07,614.262,217.874,22.022
chartqa,1792,1024,chartqa_val_226,approximated,359.505,1296.446,421.571,22.433,0.2773,154.453,1091.394,216.519,22.433,155.833,1092.774,217.899,22.433
chartqa,1792,1024,chartqa_val_227,approximated,354.136,2861.633,416.646,20.375,0.123753,154.988,2662.485,217.498,20.375,156.01,2663.507,218.52,20.375
chartqa,1792,1024,chartqa_val_228,approximated,345.647,552.027,407.777,20.607,0.626142,154.395,360.775,216.525,20.607,155.925,362.305,218.055,20.607
chartqa,1792,1024,chartqa_val_229,approximated,461.468,969.134,523.779,21.207,0.476166,155.204,662.87,217.515,21.207,156.041,663.707,218.352,21.207
chartqa,1792,1024,chartqa_val_230,approximated,364.207,2007.548,426.985,22.261,0.181419,155.435,1798.776,218.213,22.261,156.148,1799.489,218.926,22.261
chartqa,1792,1024,chartqa_val_231,approximated,382.936,881.184,445.795,21.769,0.434569,155.886,654.134,218.745,21.769,156.071,654.319,218.93,21.769
chartqa,1792,1024,chartqa_val_232,approximated,356.522,1230.042,418.929,21.922,0.289846,157.221,1030.741,219.628,21.922,156.014,1029.534,218.421,21.922
chartqa,1792,1024,chartqa_val_233,approximated,358.434,10681.865,420.472,22.259,0.033555,154.811,10478.242,216.849,22.259,155.929,10479.36,217.967,22.259
chartqa,1792,1024,chartqa_val_234,approximated,351.782,2024.413,413.807,20.917,0.17377,159.172,1831.803,221.197,20.917,156.041,1828.672,218.066,20.917
chartqa,1792,1024,chartqa_val_235,approximated,348.174,1427.363,410.599,20.75,0.243928,157.046,1236.235,219.471,20.75,156.451,1235.64,218.876,20.75
chartqa,1792,1024,chartqa_val_236,approximated,354.095,583.948,416.032,20.99,0.606382,155.587,385.44,217.524,20.99,156.101,385.954,218.038,20.99
chartqa,1792,1024,chartqa_val_237,approximated,365.971,936.845,428.511,22.101,0.390641,155.532,726.406,218.072,22.101,156.086,726.96,218.626,22.101
chartqa,1792,1024,chartqa_val_238,approximated,361.531,1023.832,423.588,22.231,0.353115,156.614,818.915,218.671,22.231,155.904,818.205,217.961,22.231
chartqa,1792,1024,chartqa_val_239,approximated,364.82,10617.509,427.248,22.899,0.03436,155.39,10408.079,217.818,22.899,155.871,10408.56,218.299,22.899
chartqa,1792,1024,chartqa_val_240,approximated,370.746,1814.472,433.584,23.015,0.204327,170.785,1614.511,233.623,23.015,156.188,1599.914,219.026,23.015
chartqa,1792,1024,chartqa_val_241,approximated,374.83,4747.751,437.412,22.686,0.078949,154.565,4527.486,217.147,22.686,155.808,4528.729,218.39,22.686
chartqa,1792,1024,chartqa_val_242,approximated,358.929,993.615,421.785,21.179,0.361235,157.191,791.877,220.047,21.179,155.801,790.487,218.657,21.179
chartqa,1792,1024,chartqa_val_243,approximated,366.949,14366.167,429.283,21.948,0.025543,156.469,14155.687,218.803,21.948,155.943,14155.161,218.277,21.948
chartqa,1792,1024,chartqa_val_244,approximated,350.964,1903.055,413.281,20.691,0.184421,154.492,1706.583,216.809,20.691,155.718,1707.809,218.035,20.691
chartqa,1792,1024,chartqa_val_245,approximated,356.866,918.745,418.772,22.726,0.388427,160.363,722.242,222.269,22.726,155.875,717.754,217.781,22.726
chartqa,1792,1024,chartqa_val_246,approximated,371.89,1425.542,434.944,22.514,0.260876,160.291,1213.943,223.345,22.514,156.019,1209.671,219.073,22.514
chartqa,1792,1024,chartqa_val_247,approximated,359.484,4963.465,421.314,21.629,0.072426,157.132,4761.113,218.962,21.629,155.761,4759.742,217.591,21.629
chartqa,1792,1024,chartqa_val_248,approximated,359.008,1335.87,422.024,21.758,0.268745,156.256,1133.118,219.272,21.758,156.645,1133.507,219.661,21.758
chartqa,1792,1024,chartqa_val_249,approximated,363.691,12532.944,426.11,22.337,0.029019,154.561,12323.814,216.98,22.337,156.083,12325.336,218.502,22.337
chartqa,1792,1024,chartqa_val_250,approximated,384.38,826.618,447.03,23.724,0.465003,157.04,599.278,219.69,23.724,155.929,598.167,218.579,23.724
chartqa,1792,1024,chartqa_val_251,approximated,385.885,7175.098,449.483,23.599,0.053781,155.237,6944.45,218.835,23.599,155.868,6945.081,219.466,23.599
chartqa,1792,1024,chartqa_val_252,approximated,364.817,583.956,427.181,22.396,0.624734,154.528,373.667,216.892,22.396,156.097,375.236,218.461,22.396
chartqa,1792,1024,chartqa_val_253,approximated,356.771,930.531,419.321,21.3,0.383406,159.112,732.872,221.662,21.3,156.024,729.784,218.574,21.3
chartqa,1792,1024,chartqa_val_254,approximated,366.198,1468.769,428.526,22.614,0.249323,158.11,1260.681,220.438,22.614,156.559,1259.13,218.887,22.614
chartqa,1792,1024,chartqa_val_255,approximated,365.539,5362.504,427.654,22.637,0.068166,158.387,5155.352,220.502,22.637,155.949,5152.914,218.064,22.637
chartqa,1792,1024,chartqa_val_256,approximated,372.603,906.047,434.903,22.435,0.41124,154.998,688.442,217.298,22.435,156.059,689.503,218.359,22.435
chartqa,1792,1024,chartqa_val_257,approximated,376.049,4490.938,438.131,24.864,0.083735,157.173,4272.062,219.255,24.864,155.964,4270.853,218.046,24.864
chartqa,1792,1024,chartqa_val_258,approximated,359.199,730.766,421.466,22.093,0.491537,155.783,527.35,218.05,22.093,156.02,527.587,218.287,22.093
chartqa,1792,1024,chartqa_val_259,approximated,363.07,4453.107,425.871,22.128,0.081532,159.277,4249.314,222.078,22.128,155.958,4245.995,218.759,22.128
chartqa,1792,1024,chartqa_val_260,approximated,380.125,1451.603,442.968,22.924,0.261866,157.49,1228.968,220.333,22.924,156.18,1227.658,219.023,22.924
chartqa,1792,1024,chartqa_val_261,approximated,361.865,4323.472,424.437,22.154,0.083698,163.498,4125.105,226.07,22.154,156.057,4117.664,218.629,22.154
chartqa,1792,1024,chartqa_val_262,approximated,363.941,2988.612,426.62,21.897,0.121776,155.598,2780.269,218.277,21.897,156.16,2780.831,218.839,21.897
chartqa,1792,1024,chartqa_val_263,approximated,368.643,4250.439,430.785,22.207,0.08673,165.14,4046.936,227.282,22.207,155.987,4037.783,218.129,22.207
chartqa,1792,1024,chartqa_val_264,approximated,358.524,1322.903,420.888,22.0,0.271013,158.499,1122.878,220.863,22.0,156.055,1120.434,218.419,22.0
chartqa,1792,1024,chartqa_val_265,approximated,361.37,1187.996,423.657,21.838,0.304185,157.99,984.616,220.277,21.838,156.137,982.763,218.424,21.838
chartqa,1792,1024,chartqa_val_266,approximated,537.47,1738.481,599.826,22.327,0.309161,155.5,1356.511,217.856,22.327,156.59,1357.601,218.946,22.327
chartqa,1792,1024,chartqa_val_267,approximated,361.848,3383.52,423.717,21.604,0.106944,157.357,3179.029,219.226,21.604,155.901,3177.573,217.77,21.604
chartqa,1792,1024,chartqa_val_268,approximated,376.505,871.646,438.561,22.794,0.431947,154.9,650.041,216.956,22.794,155.923,651.064,217.979,22.794
chartqa,1792,1024,chartqa_val_269,approximated,352.793,4874.292,415.125,20.644,0.072378,156.614,4678.113,218.946,20.644,156.107,4677.606,218.439,20.644
chartqa,1792,1024,chartqa_val_270,approximated,352.214,813.628,414.384,21.013,0.432893,155.269,616.683,217.439,21.013,156.231,617.645,218.401,21.013
chartqa,1792,1024,chartqa_val_271,approximated,362.477,2638.514,424.552,21.92,0.137379,155.164,2431.201,217.239,21.92,156.146,2432.183,218.221,21.92
chartqa,1792,1024,chartqa_val_272,approximated,363.071,1271.965,424.984,22.289,0.285441,155.457,1064.351,217.37,22.289,155.821,1064.715,217.734,22.289
chartqa,1792,1024,chartqa_val_273,approximated,365.192,3698.212,427.038,22.56,0.098748,155.731,3488.751,217.577,22.56,155.76,3488.78,217.606,22.56
chartqa,1792,1024,chartqa_val_274,approximated,372.263,1357.974,434.967,23.075,0.274131,154.916,1140.627,217.62,23.075,156.053,1141.764,218.757,23.075
chartqa,1792,1024,chartqa_val_275,approximated,364.362,4378.177,426.542,23.109,0.083222,155.662,4169.477,217.842,23.109,156.139,4169.954,218.319,23.109
chartqa,1792,1024,chartqa_val_276,approximated,365.116,757.895,427.486,23.601,0.48175,155.598,548.377,217.968,23.601,156.161,548.94,218.531,23.601
chartqa,1792,1024,chartqa_val_277,approximated,362.367,1056.955,424.623,22.583,0.342841,155.39,849.978,217.646,22.583,155.983,850.571,218.239,22.583
chartqa,1792,1024,chartqa_val_278,approximated,362.461,723.162,424.627,22.964,0.501216,155.585,516.286,217.751,22.964,155.974,516.675,218.14,22.964
chartqa,1792,1024,chartqa_val_279,approximated,366.145,1734.26,428.854,22.507,0.211124,155.444,1523.559,218.153,22.507,156.041,1524.156,218.75,22.507
chartqa,1792,1024,chartqa_val_280,approximated,365.175,2500.173,427.49,22.529,0.14606,155.293,2290.291,217.608,22.529,156.234,2291.232,218.549,22.529
chartqa,1792,1024,chartqa_val_281,approximated,366.388,2523.577,428.731,22.525,0.145186,155.632,2312.821,217.975,22.525,156.284,2313.473,218.627,22.525
chartqa,1792,1024,chartqa_val_282,approximated,366.177,892.122,431.819,24.226,0.410456,157.316,683.261,222.958,24.226,155.967,681.912,221.609,24.226
chartqa,1792,1024,chartqa_val_283,approximated,364.976,1631.02,427.327,22.291,0.223771,154.609,1420.653,216.96,22.291,155.986,1422.03,218.337,22.291
chartqa,1792,1024,chartqa_val_284,approximated,363.606,961.267,426.324,22.289,0.378257,165.058,762.719,227.776,22.289,156.207,753.868,218.925,22.289
chartqa,1792,1024,chartqa_val_285,approximated,348.884,747.367,411.617,20.984,0.466818,156.092,554.575,218.825,20.984,156.082,554.565,218.815,20.984
chartqa,1792,1024,chartqa_val_286,approximated,364.175,1028.224,426.521,22.285,0.354179,154.944,818.993,217.29,22.285,156.065,820.114,218.411,22.285
chartqa,1792,1024,chartqa_val_287,approximated,351.951,1041.423,414.194,20.908,0.337953,155.755,845.227,217.998,20.908,155.955,845.427,218.198,20.908
chartqa,1792,1024,chartqa_val_288,approximated,351.888,1218.92,413.96,21.183,0.288688,157.52,1024.552,219.592,21.183,156.232,1023.264,218.304,21.183
chartqa,1792,1024,chartqa_val_289,approximated,367.488,829.861,429.611,22.236,0.44283,155.381,617.754,217.504,22.236,156.199,618.572,218.322,22.236
chartqa,1792,1024,chartqa_val_290,approximated,364.798,1211.553,427.011,22.415,0.301099,155.333,1002.088,217.546,22.415,156.01,1002.765,218.223,22.415
chartqa,1792,1024,chartqa_val_291,approximated,367.15,868.018,822.165,22.926,0.422975,155.325,656.193,610.34,22.926,156.03,656.898,611.045,22.926
chartqa,1792,1024,chartqa_val_292,approximated,368.2,1061.272,431.045,22.508,0.346942,157.881,850.953,220.726,22.508,156.655,849.727,219.5,22.508
chartqa,1792,1024,chartqa_val_293,approximated,370.804,3381.237,436.136,21.816,0.109665,154.454,3164.887,219.786,21.816,156.041,3166.474,221.373,21.816
chartqa,1792,1024,chartqa_val_294,approximated,367.985,677.96,430.022,22.54,0.542783,154.985,464.96,217.022,22.54,156.006,465.981,218.043,22.54
chartqa,1792,1024,chartqa_val_295,approximated,365.695,5390.75,804.44,22.156,0.067837,155.221,5180.276,593.966,22.156,156.421,5181.476,595.166,22.156
chartqa,1792,1024,chartqa_val_296,approximated,363.623,903.139,426.473,21.667,0.402621,156.04,695.556,218.89,21.667,156.133,695.649,218.983,21.667
chartqa,1792,1024,chartqa_val_297,approximated,353.401,5367.45,415.495,21.719,0.065842,158.37,5172.419,220.464,21.719,156.789,5170.838,218.883,21.719
chartqa,1792,1024,chartqa_val_298,approximated,365.764,727.687,427.924,21.412,0.502639,155.484,517.407,217.644,21.412,155.975,517.898,218.135,21.412
