benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_prefill_ms,sdpa_ttft_ms,sdpa_decode_ms,sdpa_e2e_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_prefill_ms,fa2_ttft_ms,fa2_e2e_ms,fa2_tpot_ms,guide_ve_ms,guide_prefill_ms,guide_ttft_ms,guide_e2e_ms,guide_tpot_ms
chartqa,1792,1024,chartqa_val_35,approximated,395.745,455.549,459.349,4477.436,4936.785,21.12,0.080162,154.723,221.07,223.409,4700.845,21.12,157.107,226.988,229.316,4706.752,21.12
chartqa,1792,1024,chartqa_val_36,approximated,363.441,423.48,426.427,782.772,1209.199,22.365,0.300563,156.912,223.341,225.703,1008.475,22.365,155.951,222.758,225.117,1007.889,22.365
chartqa,1792,1024,chartqa_val_37,approximated,363.063,423.125,425.526,6054.641,6480.167,23.559,0.056027,155.796,222.229,224.672,6279.313,23.559,156.349,222.965,225.521,6280.162,23.559
chartqa,1792,1024,chartqa_val_38,approximated,358.471,418.416,420.82,837.233,1258.053,22.032,0.284941,155.661,222.098,224.726,1061.959,22.032,156.06,222.413,225.11,1062.343,22.032
chartqa,1792,1024,chartqa_val_39,approximated,367.315,427.122,429.447,1858.385,2287.832,22.124,0.160552,158.806,225.312,227.78,2086.165,22.124,156.006,222.015,224.311,2082.696,22.124
chartqa,1792,1024,chartqa_val_40,approximated,353.352,413.296,415.923,736.902,1152.825,21.054,0.30651,154.576,220.771,223.067,959.969,21.054,155.946,222.172,224.429,961.331,21.054
chartqa,1792,1024,chartqa_val_41,approximated,353.016,412.659,414.967,531.628,946.595,21.265,0.372932,154.793,220.973,223.191,754.819,21.265,156.014,222.2,224.56,756.188,21.265
chartqa,1792,1024,chartqa_val_42,approximated,487.831,547.461,549.801,171.547,721.348,21.443,0.676278,154.731,220.823,222.976,394.523,21.443,156.335,222.538,225.081,396.628,21.443
chartqa,1792,1024,chartqa_val_43,approximated,355.036,414.801,417.319,1395.556,1812.875,21.806,0.195841,156.562,222.606,224.783,1620.339,21.806,156.132,222.611,225.04,1620.596,21.806
chartqa,1792,1024,chartqa_val_44,approximated,357.041,416.619,418.986,274.491,693.477,21.115,0.514857,156.16,222.761,225.656,500.147,21.115,156.349,231.466,234.381,508.872,21.115
chartqa,1792,1024,chartqa_val_45,approximated,377.875,437.637,440.054,2847.861,3287.915,21.739,0.114928,154.62,220.842,223.223,3071.084,21.739,156.117,222.456,224.857,3072.718,21.739
chartqa,1792,1024,chartqa_val_46,approximated,353.975,413.672,416.325,660.879,1077.204,21.319,0.328605,157.013,223.416,225.698,886.577,21.319,155.992,222.264,224.607,885.486,21.319
chartqa,1792,1024,chartqa_val_47,approximated,359.624,419.192,421.473,5029.446,5450.919,20.783,0.065975,155.131,221.385,223.82,5253.266,20.783,156.638,224.829,228.37,5257.816,20.783
chartqa,1792,1024,chartqa_val_48,approximated,354.528,414.224,416.898,2456.042,2872.94,22.328,0.123402,158.305,224.618,227.149,2683.191,22.328,156.097,222.671,225.131,2681.173,22.328
chartqa,1792,1024,chartqa_val_49,approximated,364.592,424.468,427.386,1348.371,1775.757,22.104,0.205317,155.799,222.548,225.336,1573.707,22.104,156.209,226.213,229.102,1577.473,22.104
chartqa,1792,1024,chartqa_val_50,approximated,362.321,421.827,424.479,944.602,1369.081,21.468,0.264645,158.482,224.851,228.94,1173.542,21.468,155.959,227.907,230.196,1174.798,21.468
chartqa,1792,1024,chartqa_val_51,approximated,356.119,415.777,418.073,4346.802,4764.875,21.519,0.074738,162.44,228.822,231.095,4577.897,21.519,155.839,222.177,224.39,4571.192,21.519
chartqa,1792,1024,chartqa_val_52,approximated,370.801,430.95,433.756,186.07,619.826,23.259,0.598235,155.032,221.232,223.684,409.754,23.259,155.903,222.011,224.389,410.459,23.259
chartqa,1792,1024,chartqa_val_53,approximated,362.195,422.039,424.308,1211.892,1636.2,22.034,0.221363,157.643,225.076,227.303,1439.195,22.034,155.97,222.24,224.5,1436.392,22.034
chartqa,1792,1024,chartqa_val_54,approximated,401.123,461.473,463.925,1128.553,1592.478,22.128,0.251886,154.885,221.039,223.421,1351.974,22.128,156.036,222.473,224.841,1353.394,22.128
chartqa,1792,1024,chartqa_val_55,approximated,354.927,414.695,417.291,4563.018,4980.309,21.028,0.071266,159.485,225.805,228.094,4791.112,21.028,155.912,221.895,224.101,4787.119,21.028
chartqa,1792,1024,chartqa_val_56,approximated,358.991,418.874,421.224,1028.09,1449.314,20.981,0.247697,156.26,222.742,225.048,1253.138,20.981,156.143,222.638,225.517,1253.607,20.981
chartqa,1792,1024,chartqa_val_57,approximated,352.787,412.733,414.991,426.388,841.379,21.319,0.419296,155.217,221.53,223.888,650.276,21.319,156.18,222.397,224.73,651.118,21.319
chartqa,1792,1024,chartqa_val_58,approximated,350.975,410.56,412.804,599.468,1012.272,21.41,0.34672,154.918,220.962,223.233,822.701,21.41,156.035,222.322,224.86,824.328,21.41
chartqa,1792,1024,chartqa_val_59,approximated,352.023,411.684,413.964,5444.079,5858.043,21.183,0.060092,156.483,222.859,225.239,5669.318,21.183,156.037,222.379,224.914,5668.993,21.183
chartqa,1792,1024,chartqa_val_60,approximated,358.317,417.876,420.209,602.074,1022.283,21.503,0.350506,154.83,221.341,223.831,825.905,21.503,156.366,222.844,225.804,827.878,21.503
chartqa,1792,1024,chartqa_val_61,approximated,350.455,411.146,413.424,1477.485,1890.909,21.413,0.185337,159.019,225.898,228.335,1705.82,21.413,156.079,222.292,224.666,1702.151,21.413
chartqa,1792,1024,chartqa_val_62,approximated,350.334,409.884,412.184,461.488,873.672,20.977,0.400991,154.672,220.925,223.437,684.925,20.977,156.147,222.551,224.91,686.398,20.977
chartqa,1792,1024,chartqa_val_63,approximated,359.054,418.644,420.917,684.365,1105.282,21.386,0.324853,154.889,221.283,223.636,908.001,21.386,155.971,221.94,224.219,908.584,21.386
chartqa,1792,1024,chartqa_val_64,approximated,359.572,419.592,421.874,321.796,743.67,21.453,0.48351,158.482,224.848,227.506,549.302,21.453,155.894,222.186,224.451,546.247,21.453
chartqa,1792,1024,chartqa_val_65,approximated,365.266,425.129,428.01,3058.295,3486.305,22.654,0.104772,154.907,221.453,223.76,3282.055,22.654,155.97,222.351,224.623,3282.918,22.654
chartqa,1792,1024,chartqa_val_66,approximated,372.172,431.89,434.348,656.216,1090.564,22.628,0.341266,154.917,221.045,223.392,879.608,22.628,156.69,223.29,227.224,883.44,22.628
chartqa,1792,1024,chartqa_val_67,approximated,367.098,426.664,428.934,1445.521,1874.455,22.239,0.195843,155.419,231.157,233.666,1679.187,22.239,156.041,222.383,225.047,1670.568,22.239
chartqa,1792,1024,chartqa_val_68,approximated,368.395,428.334,430.664,201.562,632.226,22.396,0.582696,158.412,224.671,227.609,429.171,22.396,156.054,222.522,225.023,426.585,22.396
chartqa,1792,1024,chartqa_val_69,approximated,368.505,428.133,430.35,2973.781,3404.131,22.359,0.108252,157.062,223.483,225.701,3199.482,22.359,156.141,222.655,225.053,3198.834,22.359
chartqa,1792,1024,chartqa_val_70,approximated,368.516,428.542,431.09,3083.577,3514.667,23.36,0.104851,154.967,221.369,223.822,3307.399,23.36,156.037,225.39,227.852,3311.429,23.36
chartqa,1792,1024,chartqa_val_71,approximated,358.323,794.268,796.648,3553.795,4350.443,21.937,0.082365,155.571,223.443,226.031,3779.826,21.937,156.66,230.874,233.757,3787.552,21.937
chartqa,1792,1024,chartqa_val_72,approximated,357.584,417.573,420.165,347.168,767.333,21.698,0.466009,155.448,221.934,224.381,571.549,21.698,156.21,222.894,225.426,572.594,21.698
chartqa,1792,1024,chartqa_val_73,approximated,359.329,419.281,421.77,2683.092,3104.862,22.359,0.115731,154.636,221.231,223.843,2906.935,22.359,156.115,222.995,225.48,2908.572,22.359
chartqa,1792,1024,chartqa_val_74,approximated,363.491,423.147,425.512,378.209,803.721,22.248,0.45226,155.445,221.673,224.196,602.405,22.248,156.005,222.308,224.801,603.01,22.248
chartqa,1792,1024,chartqa_val_75,approximated,366.356,426.124,428.379,4161.46,4589.839,22.018,0.079819,155.305,225.337,227.675,4389.135,22.018,155.924,222.023,224.317,4385.777,22.018
chartqa,1792,1024,chartqa_val_76,approximated,351.604,411.296,413.882,273.346,687.228,21.027,0.511626,156.111,222.845,226.489,499.835,21.027,156.208,222.544,225.216,498.562,21.027
chartqa,1792,1024,chartqa_val_77,approximated,367.385,427.261,430.024,4082.185,4512.209,21.947,0.08142,154.739,220.954,223.357,4305.542,21.947,156.145,224.184,226.648,4308.833,21.947
chartqa,1792,1024,chartqa_val_78,approximated,366.929,426.953,429.352,541.675,971.027,21.667,0.377878,156.161,222.704,225.133,766.808,21.667,157.429,223.596,227.066,768.741,21.667
chartqa,1792,1024,chartqa_val_79,approximated,359.402,419.24,421.561,546.182,967.743,21.847,0.371382,155.721,222.045,225.045,771.227,21.847,156.301,222.469,225.329,771.511,21.847
chartqa,1792,1024,chartqa_val_80,approximated,479.947,539.704,542.267,416.31,958.577,20.815,0.500687,160.89,227.794,230.113,646.423,20.815,156.38,222.581,224.882,641.192,20.815
chartqa,1792,1024,chartqa_val_81,approximated,362.428,422.184,425.127,2942.452,3367.579,22.291,0.107623,155.106,221.629,224.017,3166.469,22.291,156.149,222.566,225.215,3167.667,22.291
chartqa,1792,1024,chartqa_val_82,approximated,368.033,427.835,430.536,305.755,736.291,23.52,0.499847,155.973,222.394,224.782,530.537,23.52,156.008,222.221,224.512,530.267,23.52
chartqa,1792,1024,chartqa_val_83,approximated,364.534,424.138,426.434,3173.755,3600.189,21.3,0.101254,175.438,241.921,246.82,3420.575,21.3,156.088,222.33,225.084,3398.839,21.3
chartqa,1792,1024,chartqa_val_84,approximated,351.109,411.164,413.612,483.381,896.993,21.017,0.391429,156.783,223.404,225.825,709.206,21.017,156.09,222.349,224.783,708.164,21.017
chartqa,1792,1024,chartqa_val_85,approximated,350.175,409.707,412.024,7033.03,7445.054,21.12,0.047035,154.521,220.92,223.311,7256.341,21.12,155.943,227.032,229.294,7262.324,21.12
chartqa,1792,1024,chartqa_val_86,approximated,354.124,413.694,416.077,464.18,880.257,21.099,0.402296,156.444,222.785,225.407,689.587,21.099,156.034,222.302,224.787,688.967,21.099
chartqa,1792,1024,chartqa_val_87,approximated,345.576,405.39,407.622,780.082,1187.704,20.528,0.290961,158.75,225.025,227.338,1007.42,20.528,155.909,221.926,224.239,1004.321,20.528
chartqa,1792,1024,chartqa_val_88,approximated,347.983,407.495,409.739,1117.151,1526.89,20.688,0.227903,159.387,225.817,228.139,1345.29,20.688,156.152,222.213,224.507,1341.658,20.688
chartqa,1792,1024,chartqa_val_89,approximated,363.875,424.043,427.064,4084.328,4511.392,22.197,0.080657,156.345,222.899,225.19,4309.518,22.197,156.187,225.1,227.306,4311.634,22.197
chartqa,1792,1024,chartqa_val_90,approximated,365.649,425.401,427.789,974.899,1402.688,22.157,0.260677,155.066,221.262,223.704,1198.603,22.157,156.036,221.922,224.191,1199.09,22.157
chartqa,1792,1024,chartqa_val_91,approximated,371.842,431.741,434.002,1404.217,1838.219,22.649,0.202284,155.236,221.657,224.017,1628.234,22.649,155.978,221.955,224.256,1628.473,22.649
chartqa,1792,1024,chartqa_val_92,approximated,362.956,422.572,424.831,284.214,709.045,21.863,0.511894,155.983,222.36,224.798,509.012,21.863,155.926,223.584,225.937,510.151,21.863
chartqa,1792,1024,chartqa_val_93,approximated,350.508,410.429,413.05,881.864,1294.914,20.508,0.27068,154.993,221.515,224.216,1106.08,20.508,156.057,222.152,224.672,1106.536,20.508
chartqa,1792,1024,chartqa_val_94,approximated,361.255,421.404,424.279,1312.218,1736.497,21.87,0.208037,156.464,222.721,225.148,1537.366,21.87,156.391,222.683,225.915,1538.133,21.87
chartqa,1792,1024,chartqa_val_95,approximated,358.736,418.538,420.959,1846.582,2267.541,21.724,0.158205,157.279,223.653,225.984,2072.566,21.724,155.862,221.892,224.164,2070.746,21.724
chartqa,1792,1024,chartqa_val_96,approximated,359.19,419.123,421.661,694.942,1116.603,21.059,0.321681,159.182,225.956,228.431,923.373,21.059,156.261,222.606,225.99,920.932,21.059
chartqa,1792,1024,chartqa_val_97,approximated,359.138,418.768,421.119,2301.884,2723.003,21.118,0.13189,155.072,221.196,223.417,2525.301,21.118,156.006,222.208,224.585,2526.469,21.118
chartqa,1792,1024,chartqa_val_98,approximated,356.085,415.987,418.291,2978.036,3396.327,21.272,0.104844,155.916,222.07,224.292,3202.328,21.272,156.051,222.063,224.413,3202.449,21.272
chartqa,1792,1024,chartqa_val_99,approximated,360.076,420.103,422.91,4914.48,5337.39,22.137,0.067463,156.611,222.985,225.219,5139.699,22.137,156.123,222.345,224.772,5139.252,22.137
chartqa,1792,1024,chartqa_val_100,approximated,349.768,409.406,412.039,1134.501,1546.54,21.009,0.226162,154.579,220.873,223.249,1357.75,21.009,156.067,222.367,224.826,1359.327,21.009
chartqa,1792,1024,chartqa_val_101,approximated,357.514,417.287,419.484,2775.067,3194.551,21.023,0.111914,155.322,221.945,224.288,2999.355,21.023,155.965,224.098,226.488,3001.555,21.023
chartqa,1792,1024,chartqa_val_102,approximated,345.615,405.473,407.778,185.134,592.912,20.57,0.582912,155.447,221.816,224.29,409.424,20.57,156.078,222.261,224.7,409.834,20.57
chartqa,1792,1024,chartqa_val_103,approximated,347.023,406.736,408.991,1918.698,2327.689,21.085,0.149085,155.651,221.869,224.263,2142.961,21.085,155.954,222.08,224.384,2143.082,21.085
chartqa,1792,1024,chartqa_val_104,approximated,367.515,427.348,429.608,206.827,636.435,20.683,0.577458,160.428,226.829,229.389,436.216,20.683,155.94,222.006,224.302,431.129,20.683
chartqa,1792,1024,chartqa_val_105,approximated,350.382,409.957,412.116,2674.167,3086.283,20.571,0.113529,159.415,225.92,228.192,2902.359,20.571,156.038,234.26,236.483,2910.65,20.571
chartqa,1792,1024,chartqa_val_106,approximated,346.583,406.287,408.545,558.994,967.539,20.704,0.358211,154.597,220.967,223.242,782.236,20.704,156.034,222.127,224.506,783.5,20.704
chartqa,1792,1024,chartqa_val_107,approximated,361.006,421.077,423.883,2813.137,3237.02,21.64,0.111524,154.333,220.491,222.689,3035.826,21.64,156.056,222.531,225.246,3038.383,21.64
chartqa,1792,1024,chartqa_val_108,approximated,362.958,422.509,424.979,264.825,689.804,22.069,0.526175,156.126,222.496,224.791,489.616,22.069,156.295,222.862,226.001,490.826,22.069
chartqa,1792,1024,chartqa_val_109,approximated,361.721,421.416,423.642,1003.02,1426.662,22.289,0.253544,157.659,224.327,227.02,1230.04,22.289,156.096,223.512,225.972,1228.992,22.289
chartqa,1792,1024,chartqa_val_110,approximated,361.986,421.738,424.045,399.664,823.709,22.204,0.439459,154.887,221.118,223.566,623.23,22.204,156.237,223.733,226.254,625.918,22.204
chartqa,1792,1024,chartqa_val_111,approximated,366.099,426.284,428.576,3065.335,3493.911,22.375,0.104782,155.332,221.832,224.186,3289.521,22.375,156.014,222.122,224.489,3289.824,22.375
chartqa,1792,1024,chartqa_val_112,approximated,359.823,419.492,422.149,286.536,708.685,22.041,0.507734,157.67,223.954,226.269,512.805,22.041,156.025,222.084,224.491,511.027,22.041
chartqa,1792,1024,chartqa_val_113,approximated,348.921,408.842,411.061,2665.907,3076.968,20.666,0.113398,155.813,222.094,224.506,2890.413,20.666,156.027,222.173,224.854,2890.761,20.666
chartqa,1792,1024,chartqa_val_114,approximated,363.646,423.257,425.609,251.331,676.94,20.944,0.53719,157.657,223.721,226.083,477.414,20.944,156.111,222.63,225.042,476.373,20.944
chartqa,1792,1024,chartqa_val_115,approximated,365.839,425.793,428.015,4518.749,4946.764,22.481,0.073955,154.553,220.659,222.92,4741.669,22.481,156.047,223.081,225.425,4744.174,22.481
chartqa,1792,1024,chartqa_val_116,approximated,358.468,418.401,420.762,132.046,552.808,22.008,0.648449,156.797,223.077,225.438,357.484,22.008,156.14,222.404,224.758,356.804,22.008
chartqa,1792,1024,chartqa_val_117,approximated,494.708,554.555,556.764,833.658,1390.422,21.938,0.355797,155.689,222.115,224.542,1058.2,21.938,155.959,222.256,224.537,1058.195,21.938
chartqa,1792,1024,chartqa_val_118,approximated,368.162,428.088,430.474,719.53,1150.004,22.485,0.320139,157.982,228.347,230.813,950.343,22.485,156.31,222.998,225.888,945.418,22.485
chartqa,1792,1024,chartqa_val_119,approximated,359.153,418.717,420.968,1419.102,1840.07,22.173,0.195184,157.921,224.049,226.879,1645.981,22.173,156.094,222.345,224.623,1643.725,22.173
chartqa,1792,1024,chartqa_val_120,approximated,369.077,428.531,430.838,831.445,1262.283,22.471,0.292388,156.049,222.246,224.546,1055.991,22.471,156.172,222.303,224.96,1056.405,22.471
chartqa,1792,1024,chartqa_val_121,approximated,359.692,419.309,421.814,484.249,906.063,22.011,0.396984,157.96,224.355,226.614,710.863,22.011,156.55,223.01,227.015,711.264,22.011
chartqa,1792,1024,chartqa_val_122,approximated,376.921,436.768,439.678,531.557,971.235,20.444,0.388085,155.558,221.896,224.262,755.819,20.444,156.123,222.578,225.408,756.965,20.444
chartqa,1792,1024,chartqa_val_123,approximated,363.88,810.701,813.629,1570.069,2383.698,22.43,0.152654,156.731,224.758,227.076,1797.145,22.43,156.095,224.235,226.872,1796.941,22.43
chartqa,1792,1024,chartqa_val_124,approximated,361.312,796.558,799.185,624.7,1423.885,23.137,0.25375,155.192,222.893,225.35,850.05,23.137,156.093,224.189,227.118,851.818,23.137
chartqa,1792,1024,chartqa_val_125,approximated,365.672,425.433,428.377,1751.86,2180.237,22.175,0.167721,155.002,221.584,224.232,1976.092,22.175,156.543,222.845,226.159,1978.019,22.175
chartqa,1792,1024,chartqa_val_126,approximated,366.22,426.036,428.449,337.82,766.269,22.521,0.477926,159.018,225.23,227.536,565.356,22.521,155.859,221.806,224.15,561.97,22.521
chartqa,1792,1024,chartqa_val_127,approximated,380.181,440.317,442.956,820.93,1263.886,23.455,0.300803,156.258,222.812,225.052,1045.982,23.455,155.886,222.216,224.527,1045.457,23.455
chartqa,1792,1024,chartqa_val_128,approximated,356.216,416.225,418.776,399.674,818.45,21.035,0.435232,155.483,221.798,224.04,623.714,21.035,156.014,222.183,224.472,624.146,21.035
chartqa,1792,1024,chartqa_val_129,approximated,366.606,426.413,428.654,858.329,1286.983,22.588,0.284857,156.969,223.041,225.253,1083.582,22.588,155.99,222.919,225.254,1083.583,22.588
chartqa,1792,1024,chartqa_val_130,approximated,363.713,423.271,425.62,743.484,1169.104,21.867,0.311104,154.753,220.904,223.199,966.683,21.867,156.005,222.065,224.406,967.89,21.867
chartqa,1792,1024,chartqa_val_131,approximated,366.279,425.952,428.262,1471.893,1900.155,22.301,0.192763,156.68,223.047,225.351,1697.244,22.301,156.055,222.244,224.59,1696.483,22.301
chartqa,1792,1024,chartqa_val_132,approximated,349.69,409.602,411.951,1294.99,1706.941,20.887,0.204864,155.079,221.45,223.787,1518.777,20.887,156.017,221.946,224.443,1519.433,20.887
chartqa,1792,1024,chartqa_val_133,approximated,359.823,419.957,422.321,1586.026,2008.347,21.726,0.179164,155.225,221.365,223.677,1809.703,21.726,155.98,224.309,226.699,1812.725,21.726
chartqa,1792,1024,chartqa_val_134,approximated,351.536,411.719,414.331,571.657,985.988,21.172,0.356531,156.159,222.549,224.872,796.529,21.172,155.924,223.35,225.751,797.408,21.172
chartqa,1792,1024,chartqa_val_135,approximated,352.875,412.859,415.342,1443.378,1858.72,21.543,0.189848,156.427,222.886,225.423,1668.801,21.543,155.884,222.383,224.759,1668.137,21.543
chartqa,1792,1024,chartqa_val_136,approximated,363.796,423.506,425.813,448.716,874.529,21.367,0.415991,157.961,224.222,226.759,675.475,21.367,156.063,222.197,224.551,673.267,21.367
chartqa,1792,1024,chartqa_val_137,approximated,346.865,773.072,775.341,526.903,1302.244,21.076,0.266359,161.22,228.803,231.11,758.013,21.076,156.218,224.354,226.844,753.747,21.076
chartqa,1792,1024,chartqa_val_138,approximated,362.687,422.974,425.342,610.526,1035.868,22.612,0.350128,158.137,224.431,226.949,837.475,22.612,156.002,221.971,224.345,834.871,22.612
chartqa,1792,1024,chartqa_val_139,approximated,355.581,415.627,418.005,625.199,1043.204,21.559,0.340855,154.857,221.201,223.598,848.797,21.559,156.065,227.098,229.468,854.667,21.559
chartqa,1792,1024,chartqa_val_140,approximated,375.321,435.498,439.042,633.099,1072.141,22.611,0.350066,155.972,222.472,224.683,857.782,22.611,155.988,222.469,224.819,857.918,22.611
chartqa,1792,1024,chartqa_val_141,approximated,372.63,432.812,435.289,2076.416,2511.705,22.327,0.148358,155.135,221.462,223.799,2300.215,22.327,155.971,222.076,224.401,2300.817,22.327
chartqa,1792,1024,chartqa_val_142,approximated,371.455,431.663,434.184,787.721,1221.905,22.506,0.303996,154.646,221.059,223.658,1011.379,22.506,155.933,222.901,225.229,1012.95,22.506
chartqa,1792,1024,chartqa_val_143,approximated,375.747,435.719,438.073,3153.269,3591.342,23.358,0.104626,156.59,223.684,226.477,3379.746,23.358,155.989,222.309,224.612,3377.881,23.358
chartqa,1792,1024,chartqa_val_144,approximated,376.788,436.639,439.203,599.904,1039.107,23.073,0.362608,155.789,222.159,224.633,824.537,23.073,155.942,222.253,224.522,824.426,23.073
chartqa,1792,1024,chartqa_val_145,approximated,367.318,427.198,429.871,1073.03,1502.901,22.355,0.244406,155.507,221.603,224.089,1297.119,22.355,156.384,222.714,226.127,1299.157,22.355
chartqa,1792,1024,chartqa_val_146,approximated,366.703,426.529,429.272,1453.055,1882.327,22.704,0.194814,158.301,224.901,227.358,1680.413,22.704,155.965,222.151,224.699,1677.754,22.704
chartqa,1792,1024,chartqa_val_147,approximated,364.648,424.664,427.227,2963.975,3391.202,23.156,0.107528,155.312,221.855,224.182,3188.157,23.156,156.006,222.699,225.079,3189.054,23.156
chartqa,1792,1024,chartqa_val_148,approximated,364.037,423.725,426.243,634.022,1060.265,22.644,0.343345,154.412,220.813,223.176,857.198,22.644,155.9,222.119,224.367,858.389,22.644
chartqa,1792,1024,chartqa_val_149,approximated,363.883,423.809,426.128,3140.737,3566.865,22.595,0.102018,156.724,222.87,225.116,3365.853,22.595,155.881,221.927,224.168,3364.905,22.595
chartqa,1792,1024,chartqa_val_150,approximated,367.89,427.889,430.841,481.143,911.984,22.912,0.403395,154.811,221.159,223.923,705.066,22.912,156.067,222.087,224.616,705.759,22.912
chartqa,1792,1024,chartqa_val_151,approximated,356.844,416.582,418.973,3329.607,3748.58,21.905,0.095195,155.378,221.624,223.92,3553.527,21.905,156.053,222.466,225.149,3554.756,21.905
chartqa,1792,1024,chartqa_val_152,approximated,356.525,416.29,418.622,196.668,615.29,21.852,0.579443,156.495,222.751,225.546,422.214,21.852,156.194,222.785,225.278,421.946,21.852
chartqa,1792,1024,chartqa_val_153,approximated,367.089,427.091,429.459,228.447,657.906,22.845,0.557966,156.123,223.133,225.697,454.144,22.845,155.926,221.863,224.114,452.561,22.845
chartqa,1792,1024,chartqa_val_154,approximated,356.203,415.77,418.001,948.081,1366.082,21.547,0.260748,158.847,225.527,228.121,1176.202,21.547,155.939,222.331,225.009,1173.09,21.547
chartqa,1792,1024,chartqa_val_155,approximated,474.409,534.117,537.028,288.242,825.27,20.589,0.574853,155.796,222.262,224.774,513.016,20.589,156.012,222.265,224.558,512.8,20.589
chartqa,1792,1024,chartqa_val_156,approximated,362.867,422.567,425.004,686.354,1111.358,22.14,0.326508,157.165,223.521,225.987,912.341,22.14,156.247,222.551,224.853,911.207,22.14
chartqa,1792,1024,chartqa_val_157,approximated,366.603,426.292,428.711,3281.151,3709.862,22.021,0.098818,155.103,221.372,223.693,3504.844,22.021,156.041,222.283,224.642,3505.793,22.021
chartqa,1792,1024,chartqa_val_158,approximated,361.545,421.108,423.574,699.272,1122.846,21.852,0.32199,155.025,221.142,223.443,922.715,21.852,155.949,222.235,224.588,923.86,21.852
chartqa,1792,1024,chartqa_val_159,approximated,363.726,423.144,425.447,351.148,776.595,21.947,0.46836,155.502,221.463,223.686,574.834,21.947,156.423,399.146,401.375,752.523,21.947
chartqa,1792,1024,chartqa_val_160,approximated,349.933,409.99,412.484,499.242,911.726,20.802,0.383814,155.138,221.689,224.392,723.634,20.802,155.873,221.861,224.127,723.369,20.802
chartqa,1792,1024,chartqa_val_161,approximated,350.048,409.683,412.127,4179.518,4591.645,21.003,0.076236,157.071,223.796,226.211,4405.729,21.003,156.27,223.019,226.106,4405.624,21.003
chartqa,1792,1024,chartqa_val_162,approximated,356.348,415.899,418.445,1251.901,1670.346,21.219,0.213338,155.972,222.241,224.892,1476.793,21.219,155.856,221.665,223.963,1475.864,21.219
chartqa,1792,1024,chartqa_val_163,approximated,366.856,426.815,429.118,12665.541,13094.659,21.951,0.028016,155.598,221.827,224.275,12889.816,21.951,156.062,222.117,224.413,12889.954,21.951
chartqa,1792,1024,chartqa_val_164,approximated,353.762,413.831,416.441,1069.186,1485.627,22.749,0.238123,154.288,220.277,222.544,1291.73,22.749,156.524,222.615,226.018,1295.204,22.749
chartqa,1792,1024,chartqa_val_165,approximated,350.075,409.865,412.245,957.708,1369.953,21.282,0.255538,157.173,223.784,226.224,1183.932,21.282,156.08,222.421,225.473,1183.181,21.282
chartqa,1792,1024,chartqa_val_166,approximated,351.083,410.945,413.291,606.9,1020.191,20.928,0.344135,156.142,222.271,224.458,831.358,20.928,155.979,223.82,226.314,833.214,20.928
chartqa,1792,1024,chartqa_val_167,approximated,354.731,785.387,787.679,1023.784,1811.463,21.329,0.195826,154.666,222.966,225.627,1249.411,21.329,156.035,224.614,227.506,1251.29,21.329
chartqa,1792,1024,chartqa_val_168,approximated,360.802,420.577,422.956,216.472,639.428,21.647,0.564258,163.003,229.211,233.091,449.563,21.647,156.557,222.704,226.81,443.282,21.647
chartqa,1792,1024,chartqa_val_169,approximated,361.212,420.861,423.109,822.335,1245.444,21.64,0.290027,155.783,222.15,224.26,1046.595,21.64,156.095,223.482,225.681,1048.016,21.64
chartqa,1792,1024,chartqa_val_170,approximated,347.795,407.285,409.536,1420.805,1830.341,20.894,0.190017,157.626,223.967,226.362,1647.167,20.894,155.907,221.988,224.299,1645.104,20.894
chartqa,1792,1024,chartqa_val_171,approximated,351.461,411.231,413.668,8676.671,9090.339,21.692,0.038663,155.059,221.41,223.859,8900.53,21.692,155.92,222.388,224.795,8901.466,21.692
chartqa,1792,1024,chartqa_val_172,approximated,363.055,423.04,425.616,1262.233,1687.849,21.763,0.215099,160.327,226.785,229.273,1491.506,21.763,156.196,222.423,225.169,1487.402,21.763
chartqa,1792,1024,chartqa_val_173,approximated,354.454,789.064,791.506,2166.384,2957.89,22.804,0.119833,158.988,227.525,229.928,2396.312,22.804,155.988,223.758,226.158,2392.542,22.804
chartqa,1792,1024,chartqa_val_174,approximated,358.466,418.337,421.053,687.942,1108.995,21.498,0.323235,156.715,223.239,225.758,913.7,21.498,156.063,222.047,224.432,912.374,21.498
chartqa,1792,1024,chartqa_val_175,approximated,366.908,427.099,429.989,2202.242,2632.231,22.704,0.13939,157.158,223.646,225.913,2428.155,22.704,156.061,222.291,224.571,2426.813,22.704
chartqa,1792,1024,chartqa_val_176,approximated,363.883,423.764,426.062,4516.21,4942.272,22.247,0.073627,155.889,222.161,224.658,4740.868,22.247,156.022,222.196,224.602,4740.812,22.247
chartqa,1792,1024,chartqa_val_177,approximated,364.153,424.142,426.706,3794.28,4220.986,22.189,0.086272,159.096,225.468,227.833,4022.113,22.189,156.093,222.386,224.777,4019.057,22.189
chartqa,1792,1024,chartqa_val_178,approximated,363.816,423.498,425.835,729.212,1155.047,22.097,0.31498,158.102,225.357,228.235,957.447,22.097,156.07,222.373,225.192,954.404,22.097
