benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_prefill_ms,sdpa_ttft_ms,sdpa_decode_ms,sdpa_e2e_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_prefill_ms,fa2_ttft_ms,fa2_e2e_ms,fa2_tpot_ms,guide_ve_ms,guide_prefill_ms,guide_ttft_ms,guide_e2e_ms,guide_tpot_ms
docvqa,1792,1024,docvqa_49454,approximated,482.688,542.439,545.101,382.522,927.623,20.133,0.520349,155.812,222.315,224.485,607.007,20.133,156.636,223.091,225.363,607.885,20.133
docvqa,1792,1024,docvqa_303,approximated,414.215,473.684,476.965,387.098,864.063,24.194,0.47938,170.052,236.746,239.904,627.002,24.194,156.625,223.673,226.003,613.101,24.194
docvqa,1792,1024,docvqa_304,approximated,385.543,445.385,447.751,594.684,1042.435,22.025,0.369849,156.092,222.996,225.54,820.224,22.025,155.987,222.287,224.803,819.487,22.025
docvqa,1792,1024,docvqa_305,approximated,398.346,458.031,460.655,373.84,834.495,20.769,0.47735,163.308,229.691,233.285,607.125,20.769,156.573,222.904,225.425,599.265,20.769
docvqa,1792,1024,docvqa_49455,approximated,380.396,440.063,444.39,1027.495,1471.885,26.346,0.258441,155.93,222.178,224.616,1252.111,26.346,156.775,223.169,225.857,1253.352,26.346
docvqa,1792,1024,docvqa_307,approximated,383.509,443.294,446.102,423.326,869.428,28.222,0.441105,157.518,224.18,226.427,649.753,28.222,156.626,223.678,226.468,649.794,28.222
docvqa,1792,1024,docvqa_49461,approximated,371.27,430.892,433.382,463.539,896.921,24.397,0.413938,156.601,222.767,224.925,688.464,24.397,156.481,222.689,225.109,688.648,24.397
docvqa,1792,1024,docvqa_49465,approximated,398.487,458.315,461.629,560.365,1021.994,26.684,0.389911,156.887,224.939,227.217,787.582,26.684,156.602,231.107,233.675,794.04,26.684
docvqa,1792,1024,docvqa_317,approximated,429.502,489.234,491.907,230.228,722.135,23.023,0.594767,158.192,231.118,233.467,463.695,23.023,156.702,225.092,228.466,458.694,23.023
docvqa,1792,1024,docvqa_319,approximated,404.324,464.17,466.564,467.783,934.347,22.275,0.432735,157.249,223.497,225.91,693.693,22.275,156.507,222.564,224.835,692.618,22.275
docvqa,1792,1024,docvqa_320,approximated,420.086,480.069,483.459,1761.352,2244.811,22.581,0.187136,158.155,224.317,226.603,1987.955,22.581,156.772,223.557,226.035,1987.387,22.581
docvqa,1792,1024,docvqa_321,approximated,431.512,491.074,493.521,70515.213,71008.734,337.393,0.006077,155.269,221.602,223.983,70739.196,337.393,156.847,226.52,228.88,70744.093,337.393
docvqa,1792,1024,docvqa_345,approximated,389.209,448.742,451.303,295.588,746.891,24.632,0.521105,155.86,221.807,224.146,519.734,24.632,156.537,222.771,225.662,521.25,24.632
docvqa,1792,1024,docvqa_346,approximated,405.874,465.473,468.508,594.889,1063.397,22.88,0.381676,155.784,222.488,225.034,819.923,22.88,156.685,226.98,229.479,824.368,22.88
docvqa,1792,1024,docvqa_347,approximated,406.566,466.352,468.706,552.433,1021.139,23.018,0.398149,157.344,225.688,228.17,780.603,23.018,156.727,222.837,225.095,777.528,23.018
docvqa,1792,1024,docvqa_348,approximated,381.939,441.689,444.042,499.877,943.919,24.994,0.40463,159.991,226.505,228.934,728.811,24.994,157.007,223.156,226.685,726.562,24.994
docvqa,1792,1024,docvqa_6943,approximated,417.845,477.392,479.821,401.283,881.104,25.08,0.474229,157.907,224.146,226.579,627.862,25.08,156.472,222.749,225.077,626.36,25.08
docvqa,1792,1024,docvqa_357,approximated,410.617,470.283,472.661,314.305,786.966,26.192,0.521771,157.823,224.302,226.508,540.813,26.192,156.624,222.664,224.963,539.268,26.192
docvqa,1792,1024,docvqa_358,approximated,395.396,455.127,460.497,378.146,838.643,25.21,0.47147,158.473,225.964,228.376,606.522,25.21,156.451,223.644,225.845,603.991,25.21
docvqa,1792,1024,docvqa_359,approximated,396.514,457.018,459.806,470.095,929.901,29.381,0.426405,155.877,222.422,224.63,694.725,29.381,156.414,222.749,225.446,695.541,29.381
docvqa,1792,1024,docvqa_360,approximated,354.462,413.956,416.508,479.713,896.221,23.986,0.395508,160.072,227.079,229.594,709.307,23.986,156.665,222.998,225.286,704.999,23.986
docvqa,1792,1024,docvqa_361,approximated,394.54,454.78,457.64,719.649,1177.289,22.489,0.335126,155.005,221.154,223.478,943.127,22.489,156.581,222.874,225.628,945.277,22.489
docvqa,1792,1024,docvqa_362,approximated,352.568,412.398,415.185,461.815,877.0,21.991,0.402016,155.945,222.299,224.49,686.305,21.991,156.656,223.04,225.716,687.531,21.991
docvqa,1792,1024,docvqa_363,approximated,379.501,439.277,441.985,508.809,950.794,28.267,0.399142,157.923,224.368,226.72,735.529,28.267,157.374,224.395,228.062,736.871,28.267
docvqa,1792,1024,docvqa_364,approximated,367.269,426.659,428.989,775.56,1204.549,23.502,0.304901,157.884,226.213,228.423,1003.983,23.502,160.22,226.904,230.369,1005.929,23.502
docvqa,1792,1024,docvqa_365,approximated,430.57,490.22,492.503,564.588,1057.091,22.583,0.407317,156.548,225.751,228.629,793.217,22.583,156.656,223.547,226.034,790.622,22.583
